"('mid',)","('titleType',)","('primaryTitle',)","('originalTitle',)","('isAdult',)","('startYear',)","('endYear',)","('runtimeMinutes',)"
tt0328880,movie,Brother Bear,Brother Bear,0,2003,,85
tt0329101,movie,Freddy vs. Jason,Freddy vs. Jason,0,2003,,97
tt0330373,movie,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0,2005,,157
tt0330793,movie,The Punisher,The Punisher,0,2004,,124
tt0332280,movie,The Notebook,The Notebook,0,2004,,123
tt0332379,movie,School of Rock,School of Rock,0,2003,,109
tt0332452,movie,Troy,Troy,0,2004,,163
tt0333766,movie,Garden State,Garden State,0,2004,,102
tt0335245,movie,The Ladykillers,The Ladykillers,0,2004,,104
tt0335266,movie,Lost in Translation,Lost in Translation,0,2003,,102
tt0335345,movie,The Passion of the Christ,The Passion of the Christ,0,2004,,127
tt0335438,movie,Starsky & Hutch,Starsky & Hutch,0,2004,,101
tt0337563,movie,13 Going on 30,13 Going on 30,0,2004,,98
tt0337741,movie,Something's Gotta Give,Something's Gotta Give,0,2003,,128
tt0337978,movie,Live Free or Die Hard,Live Free or Die Hard,0,2007,,128
tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004,,108
tt0338337,movie,Paycheck,Paycheck,0,2003,,119
tt0338348,movie,The Polar Express,The Polar Express,0,2004,,100
tt0338526,movie,Van Helsing,Van Helsing,0,2004,,131
tt0338564,movie,Infernal Affairs,Mou gaan dou,0,2002,,101
tt0338751,movie,The Aviator,The Aviator,0,2004,,170
tt0339291,movie,A Series of Unfortunate Events,A Series of Unfortunate Events,0,2004,,108
tt0340163,movie,Hostage,Hostage,0,2005,,113
tt0340855,movie,Monster,Monster,0,2003,,109
tt0342258,movie,Unleashed,Unleashed,0,2005,,103
tt0343135,movie,Along Came Polly,Along Came Polly,0,2004,,90
tt0343660,movie,50 First Dates,50 First Dates,0,2004,,99
tt0343737,movie,The Good Shepherd,The Good Shepherd,0,2006,,167
tt0343818,movie,"I, Robot","I, Robot",0,2004,,115
tt0346491,movie,Alexander,Alexander,0,2004,,175
tt0347149,movie,Howl's Moving Castle,Hauru no ugoku shiro,0,2004,,119
tt0348150,movie,Superman Returns,Superman Returns,0,2006,,154
tt0348836,movie,Gothika,Gothika,0,2003,,98
tt0349683,movie,King Arthur,King Arthur,0,2004,,126
tt0349903,movie,Ocean's Twelve,Ocean's Twelve,0,2004,,125
tt0350258,movie,Ray,Ray,0,2004,,152
tt0351283,movie,Madagascar,Madagascar,0,2005,,86
tt0352248,movie,Cinderella Man,Cinderella Man,0,2005,,144
tt0353969,movie,Memories of Murder,Salinui chueok,0,2003,,131
tt0355295,movie,The Brothers Grimm,The Brothers Grimm,0,2005,,118
tt0356150,movie,EuroTrip,EuroTrip,0,2004,,92
tt0356910,movie,Mr. & Mrs. Smith,Mr. & Mrs. Smith,0,2005,,120
tt0357413,movie,Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy,0,2004,,94
tt0358082,movie,Robots,Robots,0,2005,,91
tt0358273,movie,Walk the Line,Walk the Line,0,2005,,136
tt0359013,movie,Blade: Trinity,Blade: Trinity,0,2004,,113
tt0359950,movie,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,0,2013,,114
tt0360486,movie,Constantine,Constantine,0,2005,,121
tt0360717,movie,King Kong,King Kong,0,2005,,187
tt0361596,movie,Fahrenheit 9/11,Fahrenheit 9/11,0,2004,,122
tt0361748,movie,Inglourious Basterds,Inglourious Basterds,0,2009,,153
tt0361862,movie,The Machinist,The Machinist,0,2004,,101
tt0362120,movie,Scary Movie 4,Scary Movie 4,0,2006,,83
tt0362227,movie,The Terminal,The Terminal,0,2004,,128
tt0362270,movie,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,0,2004,,119
tt0363163,movie,Downfall,Der Untergang,0,2004,,156
tt0363547,movie,Dawn of the Dead,Dawn of the Dead,0,2004,,101
tt0363771,movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0,2005,,143
tt0363988,movie,Secret Window,Secret Window,0,2004,,96
tt0364569,movie,Old Boy,Oldeuboi,0,2003,,120
tt0364725,movie,Dodgeball: A True Underdog Story,Dodgeball: A True Underdog Story,0,2004,,92
tt0365737,movie,Syriana,Syriana,0,2005,,128
tt0365748,movie,Shaun of the Dead,Shaun of the Dead,0,2004,,99
tt0365830,movie,Tenacious D in the Pick of Destiny,Tenacious D in The Pick of Destiny,0,2006,,93
tt0365907,movie,A Walk Among the Tombstones,A Walk Among the Tombstones,0,2014,,114
tt0366548,movie,Happy Feet,Happy Feet,0,2006,,108
tt0366551,movie,Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle,0,2004,,88
tt0366627,movie,The Jacket,The Jacket,0,2005,,103
tt0367594,movie,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,0,2005,,115
tt0367882,movie,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Kingdom of the Crystal Skull,0,2008,,122
tt0367959,movie,Hannibal Rising,Hannibal Rising,0,2007,,121
tt0368008,movie,The Manchurian Candidate,The Manchurian Candidate,0,2004,,129
tt0368447,movie,The Village,The Village,0,2004,,108
tt0368891,movie,National Treasure,National Treasure,0,2004,,131
tt0369339,movie,Collateral,Collateral,0,2004,,120
tt0369441,movie,Fun with Dick and Jane,Fun with Dick and Jane,0,2005,,90
tt0369610,movie,Jurassic World,Jurassic World,0,2015,,124
tt0370263,movie,Alien vs. Predator,AVP: Alien vs. Predator,0,2004,,101
tt0371724,movie,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,0,2005,,109
tt0371746,movie,Iron Man,Iron Man,0,2008,,126
tt0372183,movie,The Bourne Supremacy,The Bourne Supremacy,0,2004,,108
tt0372588,movie,Team America: World Police,Team America: World Police,0,2004,,98
tt0372784,movie,Batman Begins,Batman Begins,0,2005,,140
tt0373051,movie,Journey to the Center of the Earth,Journey to the Center of the Earth,0,2008,,93
tt0373074,movie,Kung Fu Hustle,Kung fu,0,2004,,99
tt0373469,movie,Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,0,2005,,103
tt0373883,movie,Halloween,Halloween,0,2007,,109
tt0373889,movie,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,0,2007,,138
tt0373926,movie,The Interpreter,The Interpreter,0,2005,,128
tt0374900,movie,Napoleon Dynamite,Napoleon Dynamite,0,2004,,96
tt0375063,movie,Sideways,Sideways,0,2004,,127
tt0375679,movie,Crash,Crash,0,2004,,112
tt0375912,movie,Layer Cake,Layer Cake,0,2004,,105
tt0376136,movie,The Rum Diary,The Rum Diary,0,2011,,119
tt0376541,movie,Closer,Closer,0,2004,,104
tt0376994,movie,X-Men: The Last Stand,X-Men: The Last Stand,0,2006,,104
tt0377092,movie,Mean Girls,Mean Girls,0,2004,,97
tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,,137
tt0379725,movie,Capote,Capote,0,2005,,114
tt0379786,movie,Serenity,Serenity,0,2005,,119
tt0380510,movie,The Lovely Bones,The Lovely Bones,0,2009,,135
tt0381061,movie,Casino Royale,Casino Royale,0,2006,,144
tt0381681,movie,Before Sunset,Before Sunset,0,2004,,80
tt0381707,movie,White Chicks,White Chicks,0,2004,,109
tt0381849,movie,3:10 to Yuma,3:10 to Yuma,0,2007,,122
tt0382625,movie,The Da Vinci Code,The Da Vinci Code,0,2006,,149
tt0382932,movie,Ratatouille,Ratatouille,0,2007,,111
tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,0,2006,,151
tt0384537,movie,Silent Hill,Silent Hill,0,2006,,125
tt0384793,movie,Accepted,Accepted,0,2006,,93
tt0384806,movie,The Amityville Horror,The Amityville Horror,0,2005,,90
tt0385002,movie,Green Street Hooligans,Hooligans,0,2005,,109
tt0385004,movie,House of Flying Daggers,Shi mian mai fu,0,2004,,119
tt0385752,movie,The Golden Compass,The Golden Compass,0,2007,,113
tt0385880,movie,Monster House,Monster House,0,2006,,91
tt0386117,movie,Where the Wild Things Are,Where the Wild Things Are,0,2009,,101
tt0386140,movie,The Legend of Zorro,The Legend of Zorro,0,2005,,129
tt0386588,movie,Hitch,Hitch,0,2005,,118
tt0387131,movie,The Constant Gardener,The Constant Gardener,0,2005,,129
tt0387564,movie,Saw,Saw,0,2004,,103
tt0387808,movie,Idiocracy,Idiocracy,0,2006,,84
tt0388482,movie,Transporter 2,Transporter 2,0,2005,,87
tt0388795,movie,Brokeback Mountain,Brokeback Mountain,0,2005,,134
tt0389722,movie,30 Days of Night,30 Days of Night,0,2007,,113
tt0389790,movie,Bee Movie,Bee Movie,0,2007,,91
tt0389860,movie,Click,Click,0,2006,,107
tt0390384,movie,Primer,Primer,0,2004,,77
tt0390521,movie,Super Size Me,Super Size Me,0,2004,,100
tt0391198,movie,The Grudge,The Grudge,0,2004,,91
tt0393109,movie,Brick,Brick,0,2005,,110
tt0393162,movie,Coach Carter,Coach Carter,0,2005,,136
tt0395169,movie,Hotel Rwanda,Hotel Rwanda,0,2004,,121
tt0396171,movie,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,0,2006,,147
tt0396269,movie,Wedding Crashers,Wedding Crashers,0,2005,,119
tt0397065,movie,House of Wax,House of Wax,0,2005,,113
tt0397101,movie,The Skeleton Key,The Skeleton Key,0,2005,,104
tt0397535,movie,Memoirs of a Geisha,Memoirs of a Geisha,0,2005,,145
tt0397892,movie,Bolt,Bolt,0,2008,,96
tt0398165,movie,The Longest Yard,The Longest Yard,0,2005,,113
tt0398286,movie,Tangled,Tangled,0,2010,,100
tt0398808,movie,Bridge to Terabithia,Bridge to Terabithia,0,2007,,96
tt0399146,movie,A History of Violence,A History of Violence,0,2005,,96
tt0399201,movie,The Island,The Island,0,2005,,136
tt0399295,movie,Lord of War,Lord of War,0,2005,,122
tt0401383,movie,The Diving Bell and the Butterfly,Le scaphandre et le papillon,0,2007,,112
tt0401729,movie,John Carter,John Carter,0,2012,,132
tt0401792,movie,Sin City,Sin City,0,2005,,124
tt0401855,movie,Underworld: Evolution,Underworld: Evolution,0,2006,,106
tt0402022,movie,Æon Flux,Æon Flux,0,2005,,93
tt0404032,movie,The Exorcism of Emily Rose,The Exorcism of Emily Rose,0,2005,,119
tt0404203,movie,Little Children,Little Children,0,2006,,137
tt0405094,movie,The Lives of Others,Das Leben der Anderen,0,2006,,137
tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004,,132
tt0405296,movie,A Scanner Darkly,A Scanner Darkly,0,2006,,100
tt0405422,movie,The 40-Year-Old Virgin,The 40 Year Old Virgin,0,2005,,116
tt0405508,movie,Color It Yellow,Rang De Basanti,0,2006,,167
tt0406375,movie,Zathura: A Space Adventure,Zathura: A Space Adventure,0,2005,,101
tt0407304,movie,War of the Worlds,War of the Worlds,0,2005,,116
tt0407887,movie,The Departed,The Departed,0,2006,,151
tt0408236,movie,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,0,2007,,116
tt0408306,movie,Munich,Munich,0,2005,,164
tt0408790,movie,Flightplan,Flightplan,0,2005,,98
tt0409182,movie,Poseidon,Poseidon,0,2006,,98
tt0409459,movie,Watchmen,Watchmen,0,2009,,162
tt0409847,movie,Cowboys & Aliens,Cowboys & Aliens,0,2011,,119
tt0410297,movie,The Lake House,The Lake House,0,2006,,99
tt0411477,movie,Hellboy II: The Golden Army,Hellboy II: The Golden Army,0,2008,,120
tt0412019,movie,Broken Flowers,Broken Flowers,0,2005,,106
tt0413099,movie,Evan Almighty,Evan Almighty,0,2007,,96
tt0413267,movie,Shrek the Third,Shrek the Third,0,2007,,93
tt0413300,movie,Spider-Man 3,Spider-Man 3,0,2007,,139
tt0414387,movie,Pride & Prejudice,Pride & Prejudice,0,2005,,129
tt0414982,movie,Final Destination 3,Final Destination 3,0,2006,,93
tt0414993,movie,The Fountain,The Fountain,0,2006,,97
tt0415306,movie,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,0,2006,,108
tt0416320,movie,Match Point,Match Point,0,2005,,124
tt0416449,movie,300,300,0,2006,,117
tt0417148,movie,Snakes on a Plane,Snakes on a Plane,0,2006,,105
tt0417741,movie,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,0,2009,,153
tt0418279,movie,Transformers,Transformers,0,2007,,144
tt0418689,movie,Flags of Our Fathers,Flags of Our Fathers,0,2006,,135
tt0418763,movie,Jarhead,Jarhead,0,2005,,125
tt0419706,movie,Doom,Doom,0,2005,,105
tt0420223,movie,Stranger Than Fiction,Stranger Than Fiction,0,2006,,113
tt0421073,movie,Street Kings,Street Kings,0,2008,,109
tt0421239,movie,Red Eye,Red Eye,0,2005,,85
tt0421715,movie,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008,,166
tt0422720,movie,Marie Antoinette,Marie Antoinette,0,2006,,123
tt0424095,movie,Flushed Away,Flushed Away,0,2006,,85
tt0424136,movie,Hard Candy,Hard Candy,0,2005,,104
tt0424345,movie,Clerks II,Clerks II,0,2006,,97
tt0425061,movie,Get Smart,Get Smart,0,2008,,110
tt0425112,movie,Hot Fuzz,Hot Fuzz,0,2007,,121
tt0425123,movie,Just Like Heaven,Just Like Heaven,0,2005,,95
tt0425210,movie,Lucky Number Slevin,Lucky Number Slevin,0,2006,,110
tt0426883,movie,Alpha Dog,Alpha Dog,0,2006,,122
tt0426931,movie,August Rush,August Rush,0,2007,,114
tt0427152,movie,Dinner for Schmucks,Dinner for Schmucks,0,2010,,114
tt0427327,movie,Hairspray,Hairspray,0,2007,,117
tt0427944,movie,Thank You for Smoking,Thank You for Smoking,0,2005,,92
tt0429493,movie,The A-Team,The A-Team,0,2010,,117
tt0430105,movie,Four Brothers,Four Brothers,0,2005,,109
tt0430357,movie,Miami Vice,Miami Vice,0,2006,,132
tt0430922,movie,Role Models,Role Models,0,2008,,99
tt0431197,movie,The Kingdom,The Kingdom,0,2007,,110
tt0431308,movie,P.S. I Love You,P.S. I Love You,0,2007,,126
tt0432021,movie,Resident Evil: Extinction,Resident Evil: Extinction,0,2007,,94
tt0432283,movie,Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009,,87
tt0432348,movie,Saw II,Saw II,0,2005,,93
tt0433035,movie,Real Steel,Real Steel,0,2011,,127
tt0433362,movie,Daybreakers,Daybreakers,0,2009,,98
tt0433400,movie,Just Friends,Just Friends,0,2005,,96
tt0434409,movie,V for Vendetta,V for Vendetta,0,2005,,132
tt0435625,movie,The Descent,The Descent,0,2005,,99
tt0435651,movie,The Giver,The Giver,0,2014,,97
tt0435705,movie,Next,Next,0,2007,,96
tt0435761,movie,Toy Story 3,Toy Story 3,0,2010,,103
tt0436697,movie,The Queen,The Queen,0,2006,,103
tt0437086,movie,Alita: Battle Angel,Alita: Battle Angel,0,2019,,122
tt0438097,movie,Ice Age 2: The Meltdown,Ice Age: The Meltdown,0,2006,,91
tt0438488,movie,Terminator Salvation,Terminator Salvation,0,2009,,115
tt0440963,movie,The Bourne Ultimatum,The Bourne Ultimatum,0,2007,,115
tt0441773,movie,Kung Fu Panda,Kung Fu Panda,0,2008,,92
tt0442933,movie,Beowulf,Beowulf,0,2007,,115
tt0443272,movie,Lincoln,Lincoln,0,2012,,150
tt0443274,movie,Vantage Point,Vantage Point,0,2008,,90
tt0443453,movie,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0,2006,,84
tt0443543,movie,The Illusionist,The Illusionist,0,2006,,110
tt0443649,movie,"10,000 BC","10,000 BC",0,2008,,109
tt0443680,movie,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,0,2007,,160
tt0443706,movie,Zodiac,Zodiac,0,2007,,157
tt0445922,movie,Across the Universe,Across the Universe,0,2007,,133
tt0445934,movie,Blades of Glory,Blades of Glory,0,2007,,93
tt0446029,movie,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,0,2010,,112
tt0448011,movie,Knowing,Knowing,0,2009,,121
tt0448115,movie,Shazam!,Shazam!,0,2019,,132
tt0448134,movie,Sunshine,Sunshine,0,2007,,107
tt0448157,movie,Hancock,Hancock,0,2008,,92
tt0448694,movie,Puss in Boots,Puss in Boots,0,2011,,90
tt0449010,movie,Eragon,Eragon,0,2006,,104
tt0449059,movie,Little Miss Sunshine,Little Miss Sunshine,0,2006,,101
tt0449088,movie,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,0,2007,,169
tt0449467,movie,Babel,Babel,0,2006,,143
tt0450232,movie,16 Blocks,16 Blocks,0,2006,,102
tt0450259,movie,Blood Diamond,Blood Diamond,0,2006,,143
tt0450278,movie,Hostel,Hostel,0,2005,,94
tt0450385,movie,1408,1408,0,2007,,104
tt0451079,movie,Horton Hears a Who!,Horton Hears a Who!,0,2008,,86
tt0451279,movie,Wonder Woman,Wonder Woman,0,2017,,141
tt0452594,movie,The Break-Up,The Break-Up,0,2006,,106
tt0452608,movie,Death Race,Death Race,0,2008,,105
tt0452623,movie,Gone Baby Gone,Gone Baby Gone,0,2007,,114
tt0452694,movie,The Time Traveler's Wife,The Time Traveler's Wife,0,2009,,107
tt0453451,movie,Mr. Bean's Holiday,Mr. Bean's Holiday,0,2007,,90
tt0453467,movie,Deja Vu,Deja Vu,0,2006,,126
tt0454841,movie,The Hills Have Eyes,The Hills Have Eyes,0,2006,,107
tt0454848,movie,Inside Man,Inside Man,0,2006,,129
tt0454876,movie,Life of Pi,Life of Pi,0,2012,,127
tt0454921,movie,The Pursuit of Happyness,The Pursuit of Happyness,0,2006,,117
tt0454945,movie,She's the Man,She's the Man,0,2006,,105
tt0455407,movie,The Crazies,The Crazies,0,2010,,101
tt0455590,movie,The Last King of Scotland,The Last King of Scotland,0,2006,,123
tt0455824,movie,Australia,Australia,0,2008,,165
tt0455944,movie,The Equalizer,The Equalizer,0,2014,,132
tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,0,2006,,118
tt0457939,movie,The Holiday,The Holiday,0,2006,,136
tt0458339,movie,Captain America: The First Avenger,Captain America: The First Avenger,0,2011,,124
tt0458352,movie,The Devil Wears Prada,The Devil Wears Prada,0,2006,,109
tt0458481,movie,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,0,2014,,102
tt0458525,movie,X-Men Origins: Wolverine,X-Men Origins: Wolverine,0,2009,,107
tt0460791,movie,The Fall,The Fall,0,2006,,117
tt0461770,movie,Enchanted,Enchanted,0,2007,,107
tt0462322,movie,Grindhouse,Grindhouse,0,2007,,191
tt0462499,movie,Rambo,Rambo,0,2008,,92
tt0462504,movie,Rescue Dawn,Rescue Dawn,0,2006,,120
tt0462538,movie,The Simpsons Movie,The Simpsons Movie,0,2007,,87
tt0462590,movie,Step Up,Step Up,0,2006,,104
tt0463854,movie,28 Weeks Later,28 Weeks Later,0,2007,,100
tt0463985,movie,The Fast and the Furious: Tokyo Drift,The Fast and the Furious: Tokyo Drift,0,2006,,104
tt0464141,movie,The Orphanage,El orfanato,0,2007,,105
tt0465234,movie,National Treasure: Book of Secrets,National Treasure: Book of Secrets,0,2007,,124
tt0465494,movie,Hitman,Hitman,0,2007,,100
tt0465538,movie,Michael Clayton,Michael Clayton,0,2007,,119
tt0465580,movie,Push,Push,0,2009,,111
tt0465602,movie,Shoot 'Em Up,Shoot 'Em Up,0,2007,,86
tt0467197,movie,Max Payne,Max Payne,0,2008,,100
tt0467200,movie,The Other Boleyn Girl,The Other Boleyn Girl,0,2008,,115
tt0467406,movie,Juno,Juno,0,2007,,96
tt0468492,movie,The Host,Gwoemul,0,2006,,120
tt0468569,movie,The Dark Knight,The Dark Knight,0,2008,,152
tt0469494,movie,There Will Be Blood,There Will Be Blood,0,2007,,158
tt0470752,movie,Ex Machina,Ex Machina,0,2014,,108
tt0471042,movie,Tower Heist,Tower Heist,0,2011,,104
tt0472033,movie,9,9,0,2009,,79
tt0472043,movie,Apocalypto,Apocalypto,0,2006,,139
tt0472062,movie,Charlie Wilson's War,Charlie Wilson's War,0,2007,,102
tt0472399,movie,The Mechanic,The Mechanic,0,2011,,93
tt0473075,movie,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,0,2010,,116
tt0473705,movie,State of Play,State of Play,0,2009,,127
tt0475276,movie,United 93,United 93,0,2006,,111
tt0475290,movie,"Hail, Caesar!","Hail, Caesar!",0,2016,,106
tt0475394,movie,Smokin' Aces,Smokin' Aces,0,2006,,109
tt0477080,movie,Unstoppable,Unstoppable,0,2010,,98
tt0477302,movie,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,0,2011,,129
tt0477347,movie,Night at the Museum,Night at the Museum,0,2006,,108
tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,,122
tt0478087,movie,21,21,0,2008,,123
tt0478304,movie,The Tree of Life,The Tree of Life,0,2011,,139
tt0478311,movie,Knocked Up,Knocked Up,0,2007,,129
tt0478970,movie,Ant-Man,Ant-Man,0,2015,,117
tt0479143,movie,Rocky Balboa,Rocky Balboa,0,2006,,102
tt0479884,movie,Crank,Crank,0,2006,,88
tt0479952,movie,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,0,2008,,89
tt0480025,movie,This Is England,This Is England,0,2006,,101
tt0480242,movie,Dan in Real Life,Dan in Real Life,0,2007,,98
tt0480249,movie,I Am Legend,I Am Legend,0,2007,,101
tt0480687,movie,Hall Pass,Hall Pass,0,2011,,105
tt0481369,movie,The Number 23,The Number 23,0,2007,,98
tt0481499,movie,The Croods,The Croods,0,2013,,98
tt0481536,movie,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,0,2008,,114
tt0482571,movie,The Prestige,The Prestige,0,2006,,130
tt0482606,movie,The Strangers,The Strangers,0,2008,,86
tt0485947,movie,Mr. Nobody,Mr. Nobody,0,2009,,141
tt0486576,movie,Fantastic 4: Rise of the Silver Surfer,4: Rise of the Silver Surfer,0,2007,,92
tt0486655,movie,Stardust,Stardust,0,2007,,127
tt0486822,movie,Disturbia,Disturbia,0,2007,,105
tt0486946,movie,Wild Hogs,Wild Hogs,0,2007,,100
tt0488120,movie,Fracture,Fracture,0,2007,,113
tt0489099,movie,Jumper,Jumper,0,2008,,88
tt0489270,movie,Saw III,Saw III,0,2006,,108
tt0490215,movie,Silence,Silence,0,2016,,161
tt0493464,movie,Wanted,Wanted,0,2008,,110
tt0496806,movie,Ocean's Thirteen,Ocean's Thirteen,0,2007,,122
tt0497465,movie,Vicky Cristina Barcelona,Vicky Cristina Barcelona,0,2008,,96
tt0498380,movie,Letters from Iwo Jima,Letters from Iwo Jima,0,2006,,141
tt0499448,movie,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,0,2008,,150
tt0499549,movie,Avatar,Avatar,0,2009,,162
tt0756683,movie,The Man from Earth,The Man from Earth,0,2007,,87
tt0758730,movie,Aliens vs. Predator: Requiem,AVPR: Aliens vs Predator - Requiem,0,2007,,94
tt0758746,movie,Friday the 13th,Friday the 13th,0,2009,,97
tt0758752,movie,Love & Other Drugs,Love & Other Drugs,0,2010,,112
tt0758758,movie,Into the Wild,Into the Wild,0,2007,,148
tt0758766,movie,Music and Lyrics,Music and Lyrics,0,2007,,104
tt0758774,movie,Body of Lies,Body of Lies,0,2008,,128
tt0762107,movie,I Now Pronounce You Chuck & Larry,I Now Pronounce You Chuck & Larry,0,2007,,115
tt0765010,movie,Brothers,Brothers,0,2009,,105
tt0765429,movie,American Gangster,American Gangster,0,2007,,157
tt0765443,movie,Eastern Promises,Eastern Promises,0,2007,,100
tt0770828,movie,Man of Steel,Man of Steel,0,2013,,143
tt0780504,movie,Drive,Drive,0,2011,,100
tt0780521,movie,The Princess and the Frog,The Princess and the Frog,0,2009,,97
tt0780536,movie,In Bruges,In Bruges,0,2008,,107
tt0780571,movie,Mr. Brooks,Mr. Brooks,0,2007,,120
tt0780653,movie,The Wolfman,The Wolfman,0,2010,,103
tt0783233,movie,Atonement,Atonement,0,2007,,123
tt0790636,movie,Dallas Buyers Club,Dallas Buyers Club,0,2013,,117
tt0790686,movie,Mirrors,Mirrors,0,2008,,110
tt0790724,movie,Jack Reacher,Jack Reacher,0,2012,,130
tt0790736,movie,R.I.P.D.,R.I.P.D.,0,2013,,96
tt0795368,movie,Death at a Funeral,Death at a Funeral,0,2007,,90
tt0795421,movie,Mamma Mia!,Mamma Mia!,0,2008,,108
tt0796366,movie,Star Trek,Star Trek,0,2009,,127
tt0799949,movie,Epic Movie,Epic Movie,0,2007,,86
tt0800039,movie,Forgetting Sarah Marshall,Forgetting Sarah Marshall,0,2008,,111
tt0800080,movie,The Incredible Hulk,The Incredible Hulk,0,2008,,112
tt0800320,movie,Clash of the Titans,Clash of the Titans,0,2010,,106
tt0800369,movie,Thor,Thor,0,2011,,115
tt0803096,movie,Warcraft,Warcraft,0,2016,,123
tt0804497,movie,It's Kind of a Funny Story,It's Kind of a Funny Story,0,2010,,101
tt0805564,movie,Lars and the Real Girl,Lars and the Real Girl,0,2007,,106
tt0808151,movie,Angels & Demons,Angels & Demons,0,2009,,138
tt0810819,movie,The Danish Girl,The Danish Girl,0,2015,,119
tt0814255,movie,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,0,2010,,118
tt0814314,movie,Seven Pounds,Seven Pounds,0,2008,,123
tt0815236,movie,She's Out of My League,She's Out of My League,0,2010,,104
tt0816442,movie,The Book Thief,The Book Thief,0,2013,,131
tt0816692,movie,Interstellar,Interstellar,0,2014,,169
tt0816711,movie,World War Z,World War Z,0,2013,,116
tt0817230,movie,Valentine's Day,Valentine's Day,0,2010,,125
tt0822832,movie,Marley & Me,Marley & Me,0,2008,,111
tt0822847,movie,Priest,Priest,0,2011,,87
tt0822854,movie,Shooter,Shooter,0,2007,,124
tt0824747,movie,Changeling,Changeling,0,2008,,141
tt0825232,movie,The Bucket List,The Bucket List,0,2007,,97
tt0829150,movie,Dracula Untold,Dracula Untold,0,2014,,92
tt0829482,movie,Superbad,Superbad,0,2007,,113
tt0830515,movie,Quantum of Solace,Quantum of Solace,0,2008,,106
tt0831387,movie,Godzilla,Godzilla,0,2014,,123
tt0832266,movie,"Definitely, Maybe","Definitely, Maybe",0,2008,,112
tt0834001,movie,Underworld: Rise of the Lycans,Underworld: Rise of the Lycans,0,2009,,92
tt0837562,movie,Hotel Transylvania,Hotel Transylvania,0,2012,,91
tt0838221,movie,The Darjeeling Limited,The Darjeeling Limited,0,2007,,91
tt0838283,movie,Step Brothers,Step Brothers,0,2008,,98
tt0840361,movie,The Town,The Town,0,2010,,125
tt0842926,movie,The Kids Are All Right,The Kids Are All Right,0,2010,,106
tt0844471,movie,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,0,2009,,90
tt0848228,movie,The Avengers,The Avengers,0,2012,,143
tt0848537,movie,Epic,Epic,0,2013,,102
tt0859163,movie,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,0,2008,,112
tt0861739,movie,Elite Squad,Tropa de Elite,0,2007,,115
tt0865556,movie,The Forbidden Kingdom,The Forbidden Kingdom,0,2008,,104
tt0870111,movie,Frost/Nixon,Frost/Nixon,0,2008,,122
tt0870154,movie,Jungle Cruise,Jungle Cruise,0,2021,,127
tt0870984,movie,Antichrist,Antichrist,0,2009,,108
tt0876563,movie,Ponyo,Gake no ue no Ponyo,0,2008,,101
